 1	 0.99929717     
 2	 0.99712847     
 3	 0.98940624     
 4	 0.97429829     
 5	 0.99913267     
 6	 0.99401871     
 7	 0.97632587     
 8	 0.94237491     
 9	 0.99880208     
10	 0.98872706     
11	 0.95514211     
12	 0.89407722     
13	 0.99842790     
14	 0.98281504     
15	 0.93594932     
16	 0.86041693     
17	 0.99788830     
18	 0.98246440     
19	 0.94006320     
20	 0.88081228     
21	 0.99828650     
22	 0.98716160     
23	 0.95712288     
24	 0.91348311     
25	 0.99860006     
26	 0.99050629     
27	 0.96949211     
28	 0.93979443     
29	 0.99866312     
30	 0.99397300     
31	 0.98203199     
32	 0.96529001     
