 1	 0.02426525     
 2	 0.04853134     
 3	 0.09200003     
 4	 0.14104050     
 5	 0.02542944     
 6	 0.06536424     
 7	 0.12696593     
 8	 0.19298560     
 9	 0.02706551     
10	 0.08070641     
11	 0.15658501     
12	 0.23451936     
13	 0.02795282     
14	 0.09093690     
15	 0.17404854     
16	 0.25691629     
17	 0.03187193     
18	 0.09337286     
19	 0.17671564     
20	 0.25647738     
21	 0.03176812     
22	 0.09006439     
23	 0.17081364     
24	 0.25213804     
25	 0.03334093     
26	 0.09020212     
27	 0.16776509     
28	 0.24405783     
29	 0.03757635     
30	 0.08222629     
31	 0.14592349     
32	 0.20788781     
