      -6.150000	        3.000000	        2.269684
      -6.150000	        2.225806	        2.320923
      -6.150000	        1.451613	        2.078862
      -6.150000	        0.677419	        1.656477
      -6.150000	       -0.096774	        1.202373
      -6.150000	       -0.870968	        0.708981
      -6.150000	       -1.645161	        0.878893
      -6.150000	       -2.419355	        1.338493
      -5.850000	        3.000000	        2.135479
      -5.850000	        2.225806	        2.172276
      -5.850000	        1.451613	        1.979056
      -5.850000	        0.677419	        1.563291
      -5.850000	       -0.096774	        1.094065
      -5.850000	       -0.870968	        0.593010
      -5.850000	       -1.645161	        0.737957
      -5.850000	       -2.419355	        1.178625
      -5.550000	        3.000000	        1.969381
      -5.550000	        2.225806	        1.945677
      -5.550000	        1.451613	        1.806697
      -5.550000	        0.677419	        1.423217
      -5.550000	       -0.096774	        0.953285
      -5.550000	       -0.870968	        0.444545
      -5.550000	       -1.645161	        0.561180
      -5.550000	       -2.419355	        0.980869
      -5.250000	        3.000000	        1.785105
      -5.250000	        2.225806	        1.745738
      -5.250000	        1.451613	        1.603444
      -5.250000	        0.677419	        1.322522
      -5.250000	       -0.096774	        0.828453
      -5.250000	       -0.870968	        0.304058
      -5.250000	       -1.645161	        0.409307
      -5.250000	       -2.419355	        0.854718
      -4.950000	        3.000000	        1.607668
      -4.950000	        2.225806	        1.535848
      -4.950000	        1.451613	        1.446746
      -4.950000	        0.677419	        1.231473
      -4.950000	       -0.096774	        0.739689
      -4.950000	       -0.870968	        0.223579
      -4.950000	       -1.645161	        0.340878
      -4.950000	       -2.419355	        0.790725
      -4.650000	        3.000000	        1.497827
      -4.650000	        2.225806	        1.378450
      -4.650000	        1.451613	        1.335266
      -4.650000	        0.677419	        1.148655
      -4.650000	       -0.096774	        0.693215
      -4.650000	       -0.870968	        0.209994
      -4.650000	       -1.645161	        0.358393
      -4.650000	       -2.419355	        0.822244
      -4.350000	        3.000000	        1.436005
      -4.350000	        2.225806	        1.316354
      -4.350000	        1.451613	        1.239992
      -4.350000	        0.677419	        1.112227
      -4.350000	       -0.096774	        0.672734
      -4.350000	       -0.870968	        0.282557
      -4.350000	       -1.645161	        0.463916
      -4.350000	       -2.419355	        0.935008
      -4.050000	        3.000000	        1.415935
      -4.050000	        2.225806	        1.304473
      -4.050000	        1.451613	        1.271084
      -4.050000	        0.677419	        1.130320
      -4.050000	       -0.096774	        0.668762
      -4.050000	       -0.870968	        0.383675
      -4.050000	       -1.645161	        0.631150
      -4.050000	       -2.419355	        1.144783
      -3.750000	        3.000000	        1.542091
      -3.750000	        2.225806	        1.396638
      -3.750000	        1.451613	        1.332507
      -3.750000	        0.677419	        1.190369
      -3.750000	       -0.096774	        0.735402
      -3.750000	       -0.870968	        0.545188
      -3.750000	       -1.645161	        0.864033
      -3.750000	       -2.419355	        1.365397
      -3.450000	        3.000000	        1.729310
      -3.450000	        2.225806	        1.571189
      -3.450000	        1.451613	        1.472480
      -3.450000	        0.677419	        1.252291
      -3.450000	       -0.096774	        0.816828
      -3.450000	       -0.870968	        0.739014
      -3.450000	       -1.645161	        1.164045
      -3.450000	       -2.419355	        1.662626
      -3.150000	        3.000000	        1.966420
      -3.150000	        2.225806	        1.761079
      -3.150000	        1.451613	        1.622446
      -3.150000	        0.677419	        1.384252
      -3.150000	       -0.096774	        0.957266
      -3.150000	       -0.870968	        0.998702
      -3.150000	       -1.645161	        1.462597
      -3.150000	       -2.419355	        1.985693
      -2.850000	        3.000000	        2.213175
      -2.850000	        2.225806	        1.982529
      -2.850000	        1.451613	        1.783848
      -2.850000	        0.677419	        1.481084
      -2.850000	       -0.096774	        1.140317
      -2.850000	       -0.870968	        1.310495
      -2.850000	       -1.645161	        1.819917
      -2.850000	       -2.419355	        2.329967
      -2.550000	        3.000000	        2.443330
      -2.550000	        2.225806	        2.170452
      -2.550000	        1.451613	        1.909382
      -2.550000	        0.677419	        1.550591
      -2.550000	       -0.096774	        1.330264
      -2.550000	       -0.870968	        1.634506
      -2.550000	       -1.645161	        2.181150
      -2.550000	       -2.419355	        2.715777
      -2.250000	        3.000000	        2.631599
      -2.250000	        2.225806	        2.343270
      -2.250000	        1.451613	        2.068294
      -2.250000	        0.677419	        1.725005
      -2.250000	       -0.096774	        1.605776
      -2.250000	       -0.870968	        1.989790
      -2.250000	       -1.645161	        2.569931
      -2.250000	       -2.419355	        3.115315
      -1.950000	        3.000000	        2.747778
